"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.593078661E1,5.238109058E1,4.860546914E0,6.624599595E0,9.399999976E-1,2.436328027E2,4.614505907E0,4.000408203E0
2.693077374E1,5.238109446E1,4.860555930E0,8.063320227E0,0.000000000E0,NaN,4.379082523E0,4.028514953E0
2.793076158E1,5.238108711E1,4.860557292E0,7.259670351E0,5.600000024E-1,2.007421852E2,2.195839072E1,4.000000000E0
2.893074870E1,5.238108855E1,4.860565737E0,7.247280188E0,2.399999946E-1,NaN,4.350329607E0,4.040569159E0
2.993073642E1,5.238109170E1,4.860580405E0,6.911159583E0,0.000000000E0,NaN,4.362422126E0,4.035513639E0
3.093072426E1,5.238109631E1,4.860582333E0,7.840786048E0,0.000000000E0,NaN,4.289737539E0,4.065596625E0
3.193071055E1,5.238109878E1,4.860585853E0,8.263881750E0,0.000000000E0,NaN,4.610696638E0,3.544857337E0
3.293069828E1,5.238110427E1,4.860586273E0,8.572475501E0,0.000000000E0,NaN,4.610696653E0,3.544857319E0
3.393068683E1,5.238113393E1,4.860607057E0,1.072931355E-1,1.873079626E-1,NaN,5.360087923E0,2.256987924E0
3.493067372E1,5.238113265E1,4.860608669E0,1.216663793E-1,2.315329157E-1,NaN,5.622958510E0,2.022586751E0
3.593066263E1,5.238113119E1,4.860610963E0,2.097538905E-1,1.567069288E-1,NaN,5.931004278E0,1.714246271E0
3.693065000E1,5.238111844E1,4.860609160E0,5.164380055E-1,3.859710301E-1,NaN,5.640019236E0,1.945770109E0
3.793063724E1,5.238111564E1,4.860630905E0,3.738297196E-1,9.976828188E-2,NaN,5.452528577E0,2.063330652E0
3.893062615E1,5.238112901E1,4.860631732E0,5.567939691E-1,1.339741460E-1,NaN,5.404378079E0,2.148775142E0
3.993061388E1,5.238112163E1,4.860623856E0,4.541921597E-1,3.101780385E-1,NaN,5.379266793E0,2.210888013E0
4.093060160E1,5.238112707E1,4.860604933E0,4.552879827E-1,4.704342904E-1,NaN,5.609643141E0,1.919141944E0
4.193059003E1,5.238114671E1,4.860599794E0,1.111667613E-1,6.755147133E-1,NaN,5.884551601E0,1.688382667E0
4.293057811E1,5.238116228E1,4.860598166E0,-1.001587020E0,5.633217509E-1,4.750462560E1,5.942000570E0,1.629310050E0
4.393056619E1,5.238114323E1,4.860599296E0,-1.071405570E0,2.210453149E-1,8.075910839E1,5.584674681E0,1.960303942E0
4.493055463E1,5.238114414E1,4.860602846E0,-9.813012667E-1,3.190665977E-1,NaN,5.549814777E0,2.015867547E0
4.593054307E1,5.238113943E1,4.860610613E0,-7.119294889E-1,2.393430906E-1,NaN,5.680589144E0,1.932239159E0
4.693053067E1,5.238111964E1,4.860609766E0,-5.105074979E-1,2.672081061E-1,NaN,5.451892424E0,2.091925128E0
4.793051910E1,5.238112491E1,4.860636575E0,-2.885136140E0,6.026302499E-1,7.138554209E1,5.427448630E0,2.089817792E0
4.893050826E1,5.238112632E1,4.860637340E0,-2.744054886E0,4.364059116E-1,7.384324665E1,5.670978345E0,1.894095415E0
4.993049598E1,5.238113244E1,4.860625808E0,-2.417718864E0,5.504220417E-1,NaN,6.146870370E0,1.616506344E0
5.093048310E1,5.238111062E1,4.860628312E0,-1.914751224E0,4.142686404E-1,NaN,5.790411306E0,1.857529590E0
5.193047309E1,5.238111289E1,4.860623420E0,-1.344740361E0,2.594669934E-1,NaN,6.231730481E0,1.590695658E0
5.293046117E1,5.238109838E1,4.860633869E0,-9.150327286E-1,2.415983654E-1,NaN,6.234769077E0,1.659397592E0
5.393044960E1,5.238109815E1,4.860640284E0,-6.142297871E-1,2.633130769E-1,NaN,6.560029699E0,1.476070549E0
5.493043804E1,5.238109082E1,4.860640453E0,-3.334776750E-1,0.000000000E0,NaN,6.610234575E0,1.421591087E0
5.593042588E1,5.238108066E1,4.860643069E0,-1.151343534E0,0.000000000E0,NaN,6.694917235E0,1.338057819E0
5.693041503E1,5.238108819E1,4.860640826E0,-9.409313649E-1,1.658503747E-1,NaN,6.578201882E0,1.375330042E0
5.793040335E1,5.238108829E1,4.860640899E0,-8.644400379E-1,0.000000000E0,NaN,6.438653041E0,1.411940831E0
